seller_id,num_of_orders,total_revenue,avg_delivery_time,avg_review,revenue_group,rank_by_delivery
681fce914360217db47784ae28905a96,21,3975.7,11.862,3.952,low,154.0
845e8036c3f7bf62099352f5ed910240,21,1584.6000000000001,7.565,3.952,low,24.0
834f8533b2ecb6598dd004ff3de7203a,41,4388.2699999999995,14.663,3.951,medium,223.0
f4aba7c0bca51484c30ab7bdc34bcdd1,107,2917.0,10.996,3.944,low,128.0
8a32e327fe2c1b3511609d81aaf9f042,124,6006.14,8.873,3.944,medium,36.0
e96498ed8daaa3e9c23f7a62da76591c,34,9619.09,15.198,3.941,high,220.0
50c9975695009e5e6473912e83a6d1da,49,3946.9,16.117,3.939,low,245.0
1c68394e931a64f90ea236c5ea590300,140,24794.08,15.945,3.936,high,234.0
f3da5b2ff499efb8d4a6d371d175d7dd,76,3579.89,11.609,3.934,low,145.0
2a6fbeaa7ab9e5d59a35841a8da71ce4,29,1562.79,14.5,3.931,low,229.0
75d34ebb1bd0bd7dde40dd507b8169c3,57,12656.33,16.047,3.93,high,238.0
e7d5b006eb624f13074497221eb37807,28,3478.93,11.166,3.929,low,131.0
e06f09ec0a4aca210779cf1cfc63cf19,28,5795.59,14.892,3.929,medium,226.0
b39d7fe263ef469605dbb32608aee0af,42,4903.3,13.443,3.929,medium,190.0
d97df38225e5abadaff1e72cb72b823c,27,1700.0,12.403,3.926,low,166.0
688756f717c462a206ad854c5027a64a,79,5720.7699999999995,10.791,3.924,medium,102.0
dd533b429f380718b70ad9922c294bae,39,2244.88,17.278,3.923,low,256.0
522620dcb18a6b31cd7bdf73665113a9,168,55007.81,15.372,3.923,high,224.0
4a3ccda38b2129705f3fb522db62ca31,64,16169.09,13.32,3.922,high,165.0
318f287a62ab7ac10b703ac37435a231,51,2432.48,11.519,3.922,low,140.0
4c18691b6037662be2df78a765d98ab5,62,3042.52,9.257,3.919,low,63.0
23d7c96d4a1160db1c726b248601b25a,48,10408.44,12.974,3.917,high,149.0
23a0ffca143a15b9b5bbdb7d552f626a,23,3718.51,11.502,3.913,low,138.0
6fc26fe110feebd80a433e1f012a84f9,34,3914.87,12.872,3.912,low,183.0
3ab971ce71839580d2ae5b4e40fe8044,34,4747.1,6.771,3.912,medium,4.0
d673a59aac7a70d8b01e6902bf090a11,79,3908.94,14.117,3.911,low,225.0
dd2bdf855a9172734fbc3744021ae9b9,100,10367.6,15.345,3.91,high,223.0
beadbee30901a7f61d031b6b686095ad,64,4373.98,14.099,3.906,medium,209.0
cca3071e3e9bb7d12640c9fbe2301306,673,60255.590000000004,14.119,3.905,high,185.0
5d3bb11474a06bdc23fb9e89f1164ee0,31,3654.6,9.802,3.903,low,82.0
2a261b5b644fa05f4f2700eb93544f2c,50,5130.0,13.678,3.9,medium,201.0
1a932caad4f9d804097d7f8e615baed1,20,4661.0,9.542,3.9,medium,50.0
2089a6d640999f9b9141ac719b2af596,40,7564.02,19.734,3.9,medium,261.0
5343d0649eca2a983820bfe93fc4d17e,67,9573.02,11.169,3.896,medium,113.0
5656537e588803a555b8eb41f07a944b,171,7931.26,11.294,3.895,medium,117.0
d05ae8f7a5bd1d2a690a44cd079e4e27,76,13065.0,11.426,3.895,high,90.0
14a08204d03bb6b6bde8029f801ae0eb,28,2185.4,8.836,3.893,low,55.0
d379f449f2a3b271bc01c0782020f705,28,4423.06,13.299,3.893,medium,182.0
fffd5413c0700ac820c7069d66d98c89,56,8343.6,13.479,3.893,medium,191.0
9e6229250fedbe05838fef417b74e7fb,73,12962.300000000001,11.83,3.89,high,104.0
440dd6ab244315c632130ecfb63827b1,91,13089.0,16.617,3.89,high,244.0
e2aee0892199b1d92530e371abd825bf,36,5392.77,15.508,3.889,medium,234.0
7ad32824caee82087b3e2e5f33b1bf32,142,21433.1,11.685,3.887,high,99.0
f84a00e60c73a49e7e851c9bdca3a5bb,87,5739.84,11.9,3.885,medium,135.0
df560393f3a51e74553ab94004ba5c87,26,3429.78,18.467,3.885,low,259.0
23613d49c3ac2bd302259e55c06c050c,67,4062.3,14.005,3.881,low,221.0
edf96ef93ed595084bbcbd9224bd2894,25,3757.0,13.893,3.88,low,216.0
3b872fd4747f01cc56206f2934198618,25,2726.7400000000002,14.487,3.88,low,228.0
3481aa57cd91f9f9d3fa1fa12d9a3bf7,25,1773.03,10.194,3.88,low,98.0
198c7ea11960a9844b544d9bcdca860c,25,1733.75,14.513,3.88,low,231.0
c31eff8334d6b3047ed34bebd4d62c36,119,12872.61,12.694,3.874,high,134.0
977f9f63dd360c2a32ece2f93ad6d306,23,2730.07,12.798,3.87,low,178.0
1900267e848ceeba8fa32d80c1a5f5a8,398,24411.8,13.153,3.869,high,157.0
11bfa66332777660bd0640ee84d47006,76,3925.87,16.528,3.868,low,251.0
dd7ddc04e1b6c2c614352b383efe2d36,118,8918.91,15.018,3.864,medium,229.0
63b464dbf392c7b80d12d932fa7cafed,36,6622.0,13.08,3.861,medium,174.0
f12ff17ad8bbf01ec5c33b17e506649b,28,6101.0,13.792,3.857,medium,204.0
fb89df7f89fd1b8f03fa2acca1ba7364,21,2005.5,16.158,3.857,low,247.0
b1fc4f64df5a0e8b6913ab38803c57a9,105,7869.76,15.734,3.857,medium,238.0
dc4a0fc896dc34b0d5bfec8438291c80,216,23464.06,13.578,3.856,high,173.0
4a3ca9315b744ce9f8e9374361493884,1742,195112.42,14.46,3.855,high,197.0
c33847515fa6305ce6feb1e818569f13,114,15519.85,9.289,3.851,high,18.0
855668e0971d4dfd7bef1b6a4133b41b,295,30228.26,16.004,3.851,high,236.0
f7ccf836d21b2fb1de37564105216cc1,67,2670.4,10.528,3.851,low,108.0
f918546be4bec7104d117789ba758b2b,20,1483.0,12.359,3.85,low,162.0
3771c85bac139d2344864ede5d9341e3,26,1433.3,13.256,3.846,low,196.0
db2956745b3a8e9f3785c99f34b5d25e,45,8261.0,14.283,3.844,medium,214.0
09f952a5f58d2285b0372551ae8f9b01,50,11821.5,13.292,3.84,high,163.0
f457c46070d02cadd8a68551231220dd,186,18223.0,14.605,3.839,high,203.0
3c4e0452bff7a2a788179488d3d77032,31,3719.5,13.436,3.839,low,199.0
e89c4adbe7b1d0819dbb636e16461cf1,24,3181.3,15.116,3.833,low,238.0
3c03b12bab54d8b37d79d914bfdb1aa0,36,4068.66,13.891,3.833,medium,206.0
165fc07beebdcb6190fba8a06db2a449,48,16403.6,12.885,3.833,high,145.0
a938325a4b357fd23a6a4d5bb126408e,24,3231.0,13.24,3.833,low,194.0
25c5c91f63607446a97b143d2d535d31,154,53635.9,14.294,3.831,high,190.0
2b1a40c1daabc6ca280c4b815c101841,22,12342.6,13.425,3.818,high,171.0
7f2617c58d5d06806987308b45654351,22,3656.8,12.481,3.818,low,168.0
213b25e6f54661939f11710a6fddb871,151,14993.45,15.271,3.815,high,222.0
609e1a9a6c2539919b8205cf7c4e6ff0,85,6400.03,9.93,3.812,medium,64.0
2d50d6282f8aa2257819a77bfaa0efe0,42,3008.48,13.652,3.81,low,207.0
70a12e78e608ac31179aea7f8422044b,309,29725.53,14.7,3.809,high,208.0
d1c281d3ae149232351cd8c8cc885f0d,208,26139.66,12.801,3.808,high,141.0
71039d19d4303bf9054d69e9a9236699,35,3537.2,13.89,3.8,low,215.0
7f152321c60a266edc53af1925ef96c1,20,3919.8,23.47,3.8,low,266.0
431af27f296bc6519d890aa5a05fdb11,115,12854.7,17.229,3.8,high,247.0
4ebdc7e6cd6102a022dadc49156d4ea8,29,951.6,9.964,3.793,low,86.0
5f2684dab12e59f83bef73ae57724e45,67,8870.97,10.647,3.791,medium,97.0
0bf0150d5b9d60d9cd2906003332f085,38,5396.6,13.318,3.789,medium,184.0
d2374cbcbb3ca4ab1086534108cc3ab7,501,21046.5,14.541,3.786,high,200.0
d20b021d3efdf267a402c402a48ea64b,84,3944.31,17.034,3.786,low,254.0
ea566164622c6b439516ab18062c42cd,50,10309.42,14.027,3.78,high,181.0
17306570e772e7718c92a562d33f5f1d,27,8640.0,14.354,3.778,medium,219.0
b14db04aa7881970e83ffa9426897925,75,5171.5,16.226,3.773,medium,241.0
eed78ac17f7f795a19a709745f00cd4e,22,4349.5,10.038,3.773,medium,72.0
55f7a3319d80f7fdf078b8f03e6725fe,22,3013.78,6.777,3.773,low,12.0
bf84056e679dbe9c69929847a40e338f,35,1918.08,12.677,3.771,low,175.0
f46490624488d3ff7ce78613913a7711,80,5690.95,10.253,3.762,medium,82.0
af3ef48d0e13835e529c29ac573c63e5,21,1405.63,7.929,3.762,low,36.0
36a968b544695394e4e9d7572688598f,148,6999.37,10.727,3.757,medium,100.0
1ce3ae5a399804d1a87e706f8a813c3e,40,2563.0,14.507,3.75,low,230.0
cd06602b43d8800bd0afad514919d35c,43,2555.31,12.597,3.744,low,174.0
dd55f1bb788714a40e7954c3be6df745,35,7041.759999999999,18.295,3.743,medium,256.0
cee48807215b30a12ca2ca10ffb5f250,38,7012.33,23.266,3.737,medium,263.0
44073f8b7e41514de3b7815dd0237f4f,140,18283.64,13.148,3.736,high,156.0
6973a06f484aacf400ece213dbf3d946,86,10335.23,14.802,3.733,high,211.0
6039e27294dc75811c0d8a39069f52c0,63,13500.800000000001,17.994,3.73,high,254.0
99002261c568a84cce14d43fcffb43ea,36,4088.0,16.837,3.722,medium,244.0
ed4acab38528488b65a9a9c603ff024a,32,12759.45,9.887,3.719,high,35.0
897060da8b9a21f655304d50fd935913,300,21885.91,14.532,3.717,high,199.0
e99e927c81e3f51739c94fcdfca9f10f,21,2597.85,14.581,3.714,low,232.0
82e0a475a88cc9595229d8029273f045,41,10748.02,16.002,3.707,high,235.0
e21a1e8be4715b0fcfd5385643bc49c4,20,673.6999999999999,16.622,3.7,low,252.0
157c3e4b42f81ac4a44e8b1ca2fe9876,23,2548.5,10.979,3.696,low,126.0
3c7c4a49ec3c6550809089c6a2ca9370,139,4102.650000000001,9.574,3.691,medium,52.0
99a54764c341d5dc80b4a8fac4eba3fb,43,3570.7599999999998,7.717,3.674,low,30.0
81f89e42267213cb94da7ddc301651da,46,3955.0,7.449,3.674,low,19.0
95f83f51203c626648c875dd41874c7f,49,3047.67,11.8,3.673,low,152.0
5b179e9e8cc7ab6fd113a46ca584da81,33,5023.6,12.987,3.667,medium,170.0
1835b56ce799e6a4dc4eddc053f04066,413,32737.98,13.242,3.663,high,161.0
7040e82f899a04d1b434b795a43b4617,206,9164.0,10.557,3.65,medium,93.0
ff69aa92bb6b1bf9b8b7a51c2ed9cf8b,20,21940.8,11.462,3.65,high,92.0
66dc1b1632bd6a3e508510c5b3492107,36,3542.19,10.28,3.639,low,101.0
ef990a83bbea832f36ebe81376335aa8,43,4642.59,16.922,3.628,medium,246.0
229c3efbfb0ea2058de4ccdfbc3d784a,117,15345.0,10.756,3.624,high,60.0
e0878efa0e0b7e5313ac0b43bc04c081,26,5025.4,18.134,3.615,medium,255.0
d3f39f05462b79a4562d35893a28f159,33,2363.4,11.972,3.606,low,158.0
18a349e75d307f4b4cc646a691ed4216,108,7393.21,11.149,3.602,medium,111.0
cac4c8e7b1ca6252d8f20b2fc1a2e4af,72,3688.21,18.121,3.597,low,257.0
aae3bfea055532c57fb453ed3ec80b30,47,3024.93,12.515,3.596,low,172.0
850913d59ce317156b00f3705f1c3edb,29,2183.0,13.536,3.586,low,202.0
8e6d7754bc7e0f22c96d255ebda59eba,82,14037.48,15.259,3.585,high,221.0
ede0c03645598cdfc63ca8237acbe73d,42,2233.15,18.337,3.571,low,258.0
ea67327e24487bdfac5fbfa37ea124df,32,6250.18,8.721,3.531,medium,33.0
b2479f944e1b90cf8a5de1bbfde284d6,99,4533.55,15.306,3.525,medium,232.0
bc47d5d1490df2b36add65d733eafaba,21,929.8,12.853,3.524,low,179.0
4e5725ba188db8252977a4f0227bd462,21,1865.09,20.972,3.524,low,263.0
7c67e1448b00f6e969d365cea6b010ab,960,185073.21,22.344,3.497,high,260.0
821fb029fc6e495ca4f08a35d51e53a5,23,17462.62,16.725,3.478,high,245.0
f76a3b1349b6df1ee875d1f3fa4340f0,24,4160.79,17.023,3.458,medium,249.0
88460e8ebdecbfecb5f9601833981930,240,31356.65,17.61,3.45,high,250.0
0b35c634521043bf4b47e21547b99ab5,48,12843.65,18.496,3.438,high,256.0
c60b801f2d52c7f7f91de00870882a75,39,11296.5,16.103,3.436,high,239.0
710e3548e02bc1d2831dfc4f1b5b14d4,130,22259.260000000002,14.241,3.431,high,187.0
af4a0e4cfe1d9c26b6712b1be25a72e5,21,8757.98,13.362,3.429,medium,186.0
054694fa03fe82cec4b7551487331d74,20,8286.1,30.793,3.4,medium,266.0
1dfe5347016252a7884b694d4f10f5c4,20,1632.5,18.908,3.4,low,260.0
712e6ed8aa4aa1fa65dab41fed5737e4,76,38796.0,24.164,3.395,high,262.0
a7f13822ceb966b076af67121f87b063,71,11670.76,22.126,3.38,high,259.0
6fd52c528dcb38be2eea044946b811f8,65,7567.009999999999,21.687,3.369,medium,262.0
8444e55c1f13cd5c179851e5ca5ebd00,90,20962.16,21.284,3.367,high,258.0
070d165398b553f3b4b851c216b8a358,30,3273.1800000000003,12.097,3.367,low,160.0
835f0f7810c76831d6c7d24c7a646d4d,42,4990.200000000001,18.098,3.357,medium,254.0
dc8798cbf453b7e0f98745e396cc5616,34,1708.1,12.855,3.353,low,180.0
ad781527c93d00d89a11eecd9dcad7c1,38,6039.63,25.504,3.342,medium,264.0
d71d863e5ef30d94e440c11be17dcd8f,21,8228.9,19.59,3.333,medium,260.0
5058e8c1e82653974541e83690655b4a,61,9352.85,26.596,3.246,medium,265.0
602044f2c16190c2c6e45eb35c2e21cb,47,3671.64,14.278,3.234,low,227.0
bbad7e518d7af88a0897397ffdca1979,67,4406.42,13.479,3.179,medium,191.0
2a1348e9addc1af5aaa619b1a3679d6b,47,2467.5,23.434,3.17,low,265.0
54965bbe3e4f07ae045b90b0b8541f52,69,9807.0,26.093,3.145,high,263.0
972d0f9cf61b499a4812cf0bfa3ad3c4,79,7748.79,18.344,3.025,medium,257.0
a49928bcdf77c55c6d6e05e09a9b4ca5,95,8567.0,16.899,3.011,medium,245.0
2eb70248d66e0e3ef83659f71b244378,184,37624.95,17.932,2.793,high,253.0
1ca7077d890b907f89be8c954a02686a,107,12324.64,15.537,2.393,high,228.0
